Code,Description,Category,Source
P0897, Transmission Fluid Deteriorated,Powertrain,OBD-II Standard
P0898, Transmission Control System MIL Request Circuit Low,Powertrain,OBD-II Standard
P0899, Transmission Control System MIL Request Circuit High,Powertrain,OBD-II Standard
P0900, Clutch Actuator Circuit/Open,Powertrain,OBD-II Standard
P0901, Clutch Actuator Circuit Range/Performance,Powertrain,OBD-II Standard
P0902, Clutch Actuator  Circuit Low,Powertrain,OBD-II Standard
P0903, Clutch Actuator Circuit High,Powertrain,OBD-II Standard
P0904, Gate Select Position Circuit,Powertrain,OBD-II Standard
P0905, Gate Select Position Circuit Range/Performance,Powertrain,OBD-II Standard
P0906, Gate Select Position Circuit Low,Powertrain,OBD-II Standard
P0907, Gate Select Position Circuit High,Powertrain,OBD-II Standard
P0908, Gate Select Position Circuit Intermittent,Powertrain,OBD-II Standard
P0909, Gate Select Control Error,Powertrain,OBD-II Standard
P0910, Gate Select Actuator Circuit/Open,Powertrain,OBD-II Standard
P0911, Gate Select Actuator Circuit Range/Performance,Powertrain,OBD-II Standard
P0912, Gate Select Actuator Circuit Low,Powertrain,OBD-II Standard
P0913, Gate Select Actuator Circuit High,Powertrain,OBD-II Standard
P0914, Gear Shift Position Circuit,Powertrain,OBD-II Standard
P0915, Gear Shift Position Circuit Range/Performance,Powertrain,OBD-II Standard
P0916, Gear Shift Position Circuit Low,Powertrain,OBD-II Standard
P0917, Gear Shift Position Circuit High,Powertrain,OBD-II Standard
P0918, Gear Shift Position Circuit Intermittent,Powertrain,OBD-II Standard
P0919, Gear Shift Position Control Error,Powertrain,OBD-II Standard
P0920, Gear Shift Forward Actuator  Circuit/Open,Powertrain,OBD-II Standard
P0921, Gear Shift Forward Actuator Circuit Range/Performance,Powertrain,OBD-II Standard
P0922, Gear Shift Forward Actuator Circuit Low,Powertrain,OBD-II Standard
P0923, Gear Shift Forward Actuator Circuit High,Powertrain,OBD-II Standard
P0924, Gear Shift Reverse Actuator Circuit/Open,Powertrain,OBD-II Standard
P0925, Gear Shift Reverse Actuator Cir cuit Range/Performance,Powertrain,OBD-II Standard
P0926, Gear Shift Reverse Actuator Circuit Low,Powertrain,OBD-II Standard
P0927, Gear Shift Reverse Actuator Circuit High,Powertrain,OBD-II Standard
P0928, Gear Shift Lock Solenoid Control Circuit/Open,Powertrain,OBD-II Standard
P0929, Gear Shift Lock Solenoid Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0930, Gear Shift L ock Solenoid Control Circuit Low,Powertrain,OBD-II Standard
P0931, Gear Shift Lock Solenoid Control Circuit High,Powertrain,OBD-II Standard
P0932, Hydraulic Pressure Sensor Circuit,Powertrain,OBD-II Standard
P0933, Hydraulic Pressure Sensor Range/Performance,Powertrain,OBD-II Standard
P0934, Hydraulic Pressure Sensor Circuit Low,Powertrain,OBD-II Standard
P0935, Hydraulic Pressure Sensor Circuit High,Powertrain,OBD-II Standard
P0936, Hydraulic Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0937, Hydraulic Oil Temperature Sensor Circuit,Powertrain,OBD-II Standard
P0938, Hydraulic Oil Temperature Sensor Range/Performance,Powertrain,OBD-II Standard
P0939, Hydraulic Oil Temperature Sensor Circuit Low,Powertrain,OBD-II Standard
P0940, Hydraulic Oil Temperatur e Sensor Circuit High,Powertrain,OBD-II Standard
P0941, Hydraulic Oil Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0942, Hydraulic Pressure Unit,Powertrain,OBD-II Standard
P0943, Hydraulic Pressure Unit Cycling Period Too Short,Powertrain,OBD-II Standard
P0944, Hydraulic Pressure Unit Loss of Pressure,Powertrain,OBD-II Standard
P0945, Hydraulic Pump Relay Circuit/Op en,Powertrain,OBD-II Standard
P0946, Hydraulic Pump Relay Circuit Range/Performance,Powertrain,OBD-II Standard
P0947, Hydraulic Pump Relay Circuit Low,Powertrain,OBD-II Standard
P0948, Hydraulic Pump Relay Circuit High,Powertrain,OBD-II Standard
P0949, Auto Shift Manual Adaptive Learning Not Complete,Powertrain,OBD-II Standard
P0950, Auto Shift Manual Control Circuit,Powertrain,OBD-II Standard
P0951, Auto Shift Man ual Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0952, Auto Shift Manual Control Circuit Low,Powertrain,OBD-II Standard
P0953, Auto Shift Manual Control Circuit High,Powertrain,OBD-II Standard
P0954, Auto Shift Manual Control Circuit Intermittent,Powertrain,OBD-II Standard
P0955, Auto Shift Manual Mode Circuit,Powertrain,OBD-II Standard
P0956, Auto Shift Manual Mode Circu it Range/Performance,Powertrain,OBD-II Standard
P0957, Auto Shift Manual Mode Circuit Low,Powertrain,OBD-II Standard
P0958, Auto Shift Manual Mode Circuit High,Powertrain,OBD-II Standard
P0959, Auto Shift Manual Mode Circuit Intermittent,Powertrain,OBD-II Standard
P0960, Pressure Control Solenoid A Control Circuit/Open,Powertrain,OBD-II Standard
P0961, Pressure Control Solenoid A Cont rol Circuit Range/Performance,Powertrain,OBD-II Standard
P0962, Pressure Control Solenoid A Control Circuit Low,Powertrain,OBD-II Standard
P0963, Pressure Control Solenoid A Control Circuit High,Powertrain,OBD-II Standard
P0964, Pressure Control Solenoid B Control Circuit/Open,Powertrain,OBD-II Standard
P0965, Pressure Control Solenoid B Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0966, Pressure Control Solenoid B Control Circuit Low,Powertrain,OBD-II Standard
P0967, Pressure Control Solenoid B Control Circuit High,Powertrain,OBD-II Standard
P0968, Pressure Control Solenoid C Control Circuit/Open,Powertrain,OBD-II Standard
P0969, Pressure Control Solenoid C Control Circuit Range/Perfor mance,Powertrain,OBD-II Standard
P0970, Pressure Control Solenoid C Control Circuit Low,Powertrain,OBD-II Standard
P0971, Pressure Control Solenoid C Control Circuit High,Powertrain,OBD-II Standard
P0972, Shift Solenoid A Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0973, Shift Solenoid A Control Circuit Low,Powertrain,OBD-II Standard
P0974, Shift Solenoid A Con trol Circuit High,Powertrain,OBD-II Standard
P0975, Shift Solenoid B Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0976, Shift Solenoid B Control Circuit Low,Powertrain,OBD-II Standard
P0977, Shift Solenoid B Control Circuit High,Powertrain,OBD-II Standard
P0978, Shift Solenoid C Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0979, Shift Solenoid C  Control Circuit Low,Powertrain,OBD-II Standard
P0980, Shift Solenoid C Control Circuit High,Powertrain,OBD-II Standard
P0981, Shift Solenoid D Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0982, Shift Solenoid D Control Circuit Low,Powertrain,OBD-II Standard
P0983, Shift Solenoid D Control Circuit High,Powertrain,OBD-II Standard
P0984, Shift Solenoid E Control C ircuit Range/Performance,Powertrain,OBD-II Standard
P0985, Shift Solenoid E Control Circuit Low,Powertrain,OBD-II Standard
P0986, Shift Solenoid E Control Circuit High,Powertrain,OBD-II Standard
P0987, Transmission Fluid Pressure Sensor/Switch E Circuit,Powertrain,OBD-II Standard
P0988, Transmission Fluid Pressure Sensor/Switch E Circuit Range/Performanc e,Powertrain,OBD-II Standard
P0989, Transmission Fluid Pressure Sensor/Switch E Circuit Low,Powertrain,OBD-II Standard
P0990, Transmission Fluid Pressure Sensor/Switch E Circuit High,Powertrain,OBD-II Standard
P0991, Transmission Fluid Pressure Sensor/Switch E Circuit Intermittent,Powertrain,OBD-II Standard
P0992, Transmission Fluid Pressure Sensor/Switch F Circuit,Powertrain,OBD-II Standard
P0993, Transmission Fluid Pressure Sensor/Switch F Circuit Range/Performance,Powertrain,OBD-II Standard
P0994, Transmission Fluid Pressure Sensor/Switch F Circuit Low,Powertrain,OBD-II Standard
P0995, Transmission Fluid Pressure Sensor/Switch F Circuit High,Powertrain,OBD-II Standard
P0996, Transmission Fluid Pressure  Sensor/Switch F Circuit Intermittent,Powertrain,OBD-II Standard
P0997, Shift Solenoid F Control Circuit Range/Performance,Powertrain,OBD-II Standard
P0998, Shift Solenoid F Control Circuit Low,Powertrain,OBD-II Standard
P0999, Shift Solenoid F Control Circuit High,Powertrain,OBD-II Standard
P0A00, Motor Electronics Coolant Temperature Sensor Circuit,Powertrain,OBD-II Standard
P0A01, Motor Electronics Coolant Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0A02, Motor Electronics Coolant Temperature Sensor Circuit Low,Powertrain,OBD-II Standard
P0A03, Motor Electronics Coolant Temperature Sensor Circuit High,Powertrain,OBD-II Standard
P0A04, Motor Electronics Coolant Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0A05, Motor Electronics Coolant Pump Control Circuit/Open,Powertrain,OBD-II Standard
P0A06, Motor Electronics Coolant Pump Control Circuit Low,Powertrain,OBD-II Standard
P0A07, Motor Electronics Coolant Pump Control Circuit High,Powertrain,OBD-II Standard
P0A08, DC/DC Converter Status Circuit,Powertrain,OBD-II Standard
P0A09, DC/DC Converte r Status Circuit Low Input,Powertrain,OBD-II Standard
P0A10, DC/DC Converter Status Circuit High Input,Powertrain,OBD-II Standard
P0A11, DC/DC Converter Enable Circuit/Open,Powertrain,OBD-II Standard
P0A12, DC/DC Converter Enable Circuit Low,Powertrain,OBD-II Standard
P0A13, DC/DC Converter Enable Circuit High,Powertrain,OBD-II Standard
P0A14, Engine Mount Control Circuit/Open,Powertrain,OBD-II Standard
P0A15, Engi ne Mount Control Circuit Low,Powertrain,OBD-II Standard
P0A16, Engine Mount Control Circuit High,Powertrain,OBD-II Standard
P0A17, Motor Torque Sensor Circuit,Powertrain,OBD-II Standard
P0A18, Motor Torque Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0A19, Motor Torque Sensor Circuit Low,Powertrain,OBD-II Standard
P0A20, Motor Torque Sensor Circuit High,Powertrain,OBD-II Standard
P0A21, Motor Torque  Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P0A22, Generator Torque Sensor Circuit,Powertrain,OBD-II Standard
P0A23, Generator Torque Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P0A24, Generator Torque Sensor Circuit Low,Powertrain,OBD-II Standard
P0A25, Generator Torque Sensor Circuit High,Powertrain,OBD-II Standard
P0A26, Generator Torque Sensor Circuit Inter mittent,Powertrain,OBD-II Standard
P0A27, Battery Power Off Circuit,Powertrain,OBD-II Standard
P0A28, Battery Power Off Circuit Low,Powertrain,OBD-II Standard
P0A29, Battery Power Off Circuit High,Powertrain,OBD-II Standard
P1100,MAF Sensor Intermittent/ Check of all OBDII Systems Not,Powertrain,OBD-II Standard
P1101,MAF Sensor Out Of Self Test Range./KOER Not Able To,Powertrain,OBD-II Standard
P1102,MAF Sensor In Range But Lower Than Expected,Powertrain,OBD-II Standard
P1103,MAF Sensor In Range But Higher Than Expected,Powertrain,OBD-II Standard
P1104,MAF Ground Malfunction,Powertrain,OBD-II Standard
P1105,Dual Alternator Upper Fault,Powertrain,OBD-II Standard
P1106,Dual Alternator Lower Fault/ Manifold Absolute Pressure (MAP),Powertrain,OBD-II Standard
P1107,Dual Alternator Lower Circuit Malfunction/ Manifold Absolute,Powertrain,OBD-II Standard
P1108,Dual Alternator Battery Lamp Circuit Malfunction,Powertrain,OBD-II Standard
P1109,IAT-B Sensor Intermittent,Powertrain,OBD-II Standard
P1110,IAT Sensor (D/C) Open/Sh ort,Powertrain,OBD-II Standard
P1111,Intake Air Temperature (IAT) Sensor Circuit Intermittent High,Powertrain,OBD-II Standard
P1112,Intake Air Temperature (IAT) Sensor Circuit Intermittent Low,Powertrain,OBD-II Standard
P1113,IAT Sensor Open/Short,Powertrain,OBD-II Standard
P1114,Engine Coolant Temperature (ECT) Sensor Circuit Intermi ttent,Powertrain,OBD-II Standard
P1115,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P1116,Engine Coolant sensor out of range/ECT Sensor Out Of Self,Powertrain,OBD-II Standard
P1117,Engine Coolant Sensor intermittent/ECT Sensor Intermittent,Powertrain,OBD-II Standard
P1118,Manifold Absolute Temperature Circuit Low Input,Powertrain,OBD-II Standard
P1119,Manifold Absolute Temperature Circuit High Input,Powertrain,OBD-II Standard
P1120,Throttle position sensor out of range,Powertrain,OBD-II Standard
P1121,Throttle Position (TP) Sensor Circuit Int ermittent High Voltage,Powertrain,OBD-II Standard
P1122,Throttle Position (TP) Sensor Circuit Intermittent Low Voltage,Powertrain,OBD-II Standard
P1123,Throttle Position Sensor In Range But Higher Than Expected,Powertrain,OBD-II Standard
P1124,Throttle Position Sensor Out Of Self Test Range,Powertrain,OBD-II Standard
P1125,Throttle position sensor in termittent,Powertrain,OBD-II Standard
P1126,Throttle Position (Narrow Range) Sensor Circuit Malfunction,Powertrain,OBD-II Standard
P1127,"Exhaust Not Warm, Downstream O2 Sensor",Powertrain,OBD-II Standard
P1128,Upstream Heated O2 Sensors Swapped,Powertrain,OBD-II Standard
P1129,Downstream Heated O2 Sensors Swapped,Powertrain,OBD-II Standard
P1130,Lack Of HO2S Switch -Adaptiv e Fuel At Limit,Powertrain,OBD-II Standard
P1131,Lack Of HO2S Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard
P1132,Lack Of HO2S Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard
P1133,HO2S Insufficient Switching Sensor 1,Powertrain,OBD-II Standard
P1134,HO2S Transition Time Ratio Sensor 1,Powertrain,OBD-II Standard
P1135,Pedal Position Sensor A Circuit In termittent,Powertrain,OBD-II Standard
P1136,Fan Control Circuit Malfunction,Powertrain,OBD-II Standard
P1137,Lack Of HO2S Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard
P1138,Lack Of HO2S12 Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard
P1139,Water In Fuel Indicator Circuit Malfunction,Powertrain,OBD-II Standard
P1140,Water In Fuel Condition,Powertrain,OBD-II Standard
P1141,Fuel Restriction Indicator Circuit Malfunction,Powertrain,OBD-II Standard
P1142,Fuel Restriction Condition,Powertrain,OBD-II Standard
P1143,Air Assist Control Valve Range/Performance,Powertrain,OBD-II Standard
P1144,Air Assist Control Valve Circuit Malfunction,Powertrain,OBD-II Standard
P1150,Lack Of HO2S21 Switch -Adaptive Fuel At Limit,Powertrain,OBD-II Standard
P1151,Lack Of HO2S21 Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard
P1152,Lack Of HO2S21 Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard
P1153,Bank 2 Fuel Control Shifted Lean,Powertrain,OBD-II Standard
P1154,Bank 2 Fuel Control Shifted Rich,Powertrain,OBD-II Standard
P1155,Alternative Fuel Controller,Powertrain,OBD-II Standard
P1156,Fuel Select Switch Malfuncti on,Powertrain,OBD-II Standard
P1157,Lack Of HO2S22 Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard
P1158,Lack Of HO2S22 Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard
P1159,Fuel Stepper Motor Malfunction,Powertrain,OBD-II Standard
P1167,"Invalid Test,throttle not depressed",Powertrain,OBD-II Standard
P1168,Fuel Rail Sensor In -Range Low Failure,Powertrain,OBD-II Standard
P1169,Fuel Rail Sensor In -Range High Failure,Powertrain,OBD-II Standard
P1170,ESO-Engine Shut Off Solenoid Fault,Powertrain,OBD-II Standard
P1171,Rotor Sensor Fault,Powertrain,OBD-II Standard
P1172,Rotor Control Fault,Powertrain,OBD-II Standard
P1173,Rotor Calibration Fault,Powertrain,OBD-II Standard
P1174,Cam Sensor Fault,Powertrain,OBD-II Standard
P1175,Cam Control Fault,Powertrain,OBD-II Standard
P1176,Cam Calibration Fault,Powertrain,OBD-II Standard
P1177,Synchronization Fault,Powertrain,OBD-II Standard
P1178,( open ),Powertrain,OBD-II Standard
P1180,Fuel Delivery System Malfunction -Low,Powertrain,OBD-II Standard
P1181,Fuel Delivery System Malfunction -High,Powertrain,OBD-II Standard
P1182,Fuel Shut Off Solenoid Malfunction,Powertrain,OBD-II Standard
P1183,Engine Oil Temperature Circuit Malfunction,Powertrain,OBD-II Standard
P1184,Engine Oil Temperature Out Of Self Test Range,Powertrain,OBD-II Standard
P1185,FTS High -Fuel Pump Temperature Sensor High,Powertrain,OBD-II Standard
P1186,FTS Low -Fuel Pump Temperature Sensor Low,Powertrain,OBD-II Standard
P1187,Variant Selection,Powertrain,OBD-II Standard
P1188,Calibration Memory Fault,Powertrain,OBD-II Standard
P1189,Pump Speed Signal Fault,Powertrain,OBD-II Standard
P1190,Calibration Resistor Out Of Range,Powertrain,OBD-II Standard
P1191,Key Line Voltage,Powertrain,OBD-II Standard
P1192,Voltage External,Powertrain,OBD-II Standard
P1193,EGR Drive Overcurrent,Powertrain,OBD-II Standard
P1194,ECU A/D Converter,Powertrain,OBD-II Standard
P1195,SCP HBCC Failed To Initialize,Powertrain,OBD-II Standard
P1196,Key Off Voltage High,Powertrain,OBD-II Standard
P1197,Key Off Voltage Low,Powertrain,OBD-II Standard
P1198,Pump Rotor Control Underfueling,Powertrain,OBD-II Standard
P1199,Fuel Level Input Circuit Low,Powertrain,OBD-II Standard
P1200,Injector Control Circuit,Powertrain,OBD-II Standard
P1201,Injector Circuit Open / Shorted -Cylinder #1,Powertrain,OBD-II Standard
P1202,Injector Circuit Open / Shorted -Cylinder #2,Powertrain,OBD-II Standard
P1203,Injector Circuit Open / Shorted -Cylinder #3,Powertrain,OBD-II Standard
P1204,Injector Circuit Open / Shorted -Cylinder #4,Powertrain,OBD-II Standard
P1205,Injector Circuit Open / Shorted -Cylinder #5,Powertrain,OBD-II Standard
P1206,Injector Circuit Open / Shorted -Cylinder #6,Powertrain,OBD-II Standard
P1209,Injector Control Pressure System Fault,Powertrain,OBD-II Standard
P1210,Injector Control Pressure Above Expected Level,Powertrain,OBD-II Standard
P1211,Injector Control Pressure Sensor Above / Below Desired,Powertrain,OBD-II Standard
P1212,Injector Control Pressure Not Detected During Crank,Powertrain,OBD-II Standard
P1213,Start Injector Circuit Malfunction,Powertrain,OBD-II Standard
P1214,Pedal Position Sensor B Circuit Intermittent,Powertrain,OBD-II Standard
P1215,Pedal Po sition Sensor C Circuit Low Input,Powertrain,OBD-II Standard
P1216,Pedal Position Sensor C Circuit High Input,Powertrain,OBD-II Standard
P1217,Pedal Position Sensor C Circuit Intermittent,Powertrain,OBD-II Standard
P1218,CID High,Powertrain,OBD-II Standard
P1219,CID Low,Powertrain,OBD-II Standard
P1220,Series Throttle Control System Malfunction,Powertrain,OBD-II Standard
P1221,Traction Control Sys tem Malfunction,Powertrain,OBD-II Standard
P1222,Traction Control Output Circuit Malfunction,Powertrain,OBD-II Standard
