Code,Description,Category,Source,Notes;
P2011, Intake Manifold Runner Control Circuit/Open,Powertrain,OBD-II Standard,;
P2012, Intake Manifold Runner Control Circuit Low,Powertrain,OBD-II Standard,;
P2013, Intake Manifold Runner Control Circuit High,Powertrain,OBD-II Standard,;
P2014, Intake Manifold Runner Position Sensor/Switch Circuit,Powertrain,OBD-II Standard,;
P2015, Intake Manifold Runner Position Sensor/Switch Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2016, Intake Manifold Runner Position Sensor/Switch Circuit Low,Powertrain,OBD-II Standard,;
P2017, Intake Manifold Runner Position Sensor/Switch Circuit High,Powertrain,OBD-II Standard,;
P2018, Intake Manifold Runner Position Sensor/Switch Circuit Intermittent,Powertrain,OBD-II Standard,;
P2019, Intake Manifold Runner Position Sensor/Switch Circuit,Powertrain,OBD-II Standard,;
P2020, Intake Manifold Runner Position Sensor/Switch Circuit Range /Performance,Powertrain,OBD-II Standard,;
P2021, Intake Manifold Runner Position Sensor/Switch Circuit Low,Powertrain,OBD-II Standard,;
P2022, Intake Manifold Runner Position Sensor/Switch Circuit High,Powertrain,OBD-II Standard,;
P2023, Intake Manifold Runner Position Sensor/Switch Circuit Intermittent,Powertrain,OBD-II Standard,;
P2024, Evaporative Emissions (EVAP) Fu el Vapor Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P2025, Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Performance,Powertrain,OBD-II Standard,;
P2026, Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit Low Voltage,Powertrain,OBD-II Standard,;
P2027, Evaporative Emissions (EVAP) Fuel Vapor Temperatu re Sensor Circuit High Voltage,Powertrain,OBD-II Standard,;
P2028, Evaporative Emissions (EVAP) Fuel Vapor Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2029, Fuel Fired Heater Disabled,Powertrain,OBD-II Standard,;
P2030, Fuel Fired Heater Performance,Powertrain,OBD-II Standard,;
P2031, Exhaust Gas Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P2032, Exhaust Gas Te mperature Sensor Circuit Low,Powertrain,OBD-II Standard,;
P2033, Exhaust Gas Temperature Sensor Circuit High,Powertrain,OBD-II Standard,;
P2034, Exhaust Gas Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P2035, Exhaust Gas Temperature Sensor Circuit Low,Powertrain,OBD-II Standard,;
P2036, Exhaust Gas Temperature Sensor Circuit High,Powertrain,OBD-II Standard,;
P2037, Reductant Injection Ai r Pressure Sensor Circuit,Powertrain,OBD-II Standard,;
P2038, Reductant Injection Air Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2039, Reductant Injection Air Pressure Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P2040, Reductant Injection Air Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2041, Reductant Injection Air Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2042, Reductant Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P2043, Reductant Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2044, Reductant Temperature Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P2045, Reductant Temperature Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2046, Reductant Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2047, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2048, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2049, Reductant Injector Circuit High,Powertrain,OBD-II Standard,;
P205,2 Reductant Injector Circuit High,Powertrain,OBD-II Standard,;
P2050, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2051, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2053, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2054, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2055, Reductant Injector Circuit High,Powertrain,OBD-II Standard,;
P2056, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2057, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2058, Reductant Injector Cir cuit High,Powertrain,OBD-II Standard,;
P2059, Reductant Injection Air Pump Control Circuit/Open,Powertrain,OBD-II Standard,;
P2060, Reductant Injection Air Pump Control Circuit Low,Powertrain,OBD-II Standard,;
P2061, Reductant Injection Air Pump Control Circuit High,Powertrain,OBD-II Standard,;
P2062, Reductant Supply Control Circuit/Open,Powertrain,OBD-II Standard,;
P2063, Reductant Supply Control Circuit Low,Powertrain,OBD-II Standard,;
P2064, Reductant Supply Control Circuit High,Powertrain,OBD-II Standard,;
P2065, Fuel Level Sensor B Circuit,Powertrain,OBD-II Standard,;
P2066, Fuel Level Sensor B Performance,Powertrain,OBD-II Standard,;
P2067, Fuel Level Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P2068, Fuel Level Sensor B Circuit High,Powertrain,OBD-II Standard,;
P2069, Fuel Level Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P2070, Intake Manifold Tuning (IMT) Valve Stuck Open,Powertrain,OBD-II Standard,;
P2071, Intake Manifold Tuning (IMT) Valve Stuck Closed,Powertrain,OBD-II Standard,;
P2075, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit,Powertrain,OBD-II Standard,;
P2076, Intake Manifold Tuning (IMT) Valve Position Sensor/Swit ch Circuit,Powertrain,OBD-II Standard,;
P2077, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Low,Powertrain,OBD-II Standard,;
P2078, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit High,Powertrain,OBD-II Standard,;
P2079, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Intermittent,Powertrain,OBD-II Standard,;
P2080, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2081, Exhaust Gas Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;,Powertrain,OBD-II Standard,
P2082, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2083, Exhaust Gas Temperature Sensor Circuit Intermitt ent,Powertrain,OBD-II Standard,;
P2084, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2085, Exhaust Gas Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2086, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2087, Exhaust Gas Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2088, A Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2089, A Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2090, B Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2091, B Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2092, A Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2093, A Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2094, B Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2095, B Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2096, Post Catalyst Fuel Trim System Too Lean,Powertrain,OBD-II Standard,;
P2097,Post Catalyst Fuel Trim System Too Rich,Powertrain,OBD-II Standard,;
P2098, Post Catalyst Fuel Trim System Too Lean,Powertrain,OBD-II Standard,;
P2099, Post Catalyst Fuel Trim System Too Rich,Powertrain,OBD-II Standard,;
P2100, Throttle Actuator Control Motor Circuit/Open,Powertrain,OBD-II Standard,;
P2101, Throttle Actuator Control Motor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2102, Throttle Actuator Control Motor Circuit Low,Powertrain,OBD-II Standard,;
P2103, Throttle Actuator Control Motor Circuit High,Powertrain,OBD-II Standard,;
P2104, Throttle Actuator Control System - Forced Idle,Powertrain,OBD-II Standard,;
P2105, Throttle Actuator Control System - Forced Engine Shutdown,Powertrain,OBD-II Standard,;
P2106, Throttle Actuator Control Sy stem - Forced Limited Power,Powertrain,OBD-II Standard,;
P2107, Throttle Actuator Control Module Processor,Powertrain,OBD-II Standard,;
P2108, Throttle Actuator Control Module Performance,Powertrain,OBD-II Standard,;
P2109, Throttle/Pedal Position Sensor A Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2110, Throttle Actuator Control System - Forced Limited RP M,Powertrain,OBD-II Standard,;
P2111, Throttle Actuator Control System - Stuck Open,Powertrain,OBD-II Standard,;
P2112, Throttle Actuator Control System - Stuck Closed,Powertrain,OBD-II Standard,;
P2113, Throttle/Pedal Position Sensor B Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2114, Throttle/Pedal Position Sensor C Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2115, Throt tle/Pedal Position Sensor D Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2116, Throttle/Pedal Position Sensor E Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2117, Throttle/Pedal Position Sensor F Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2118, Throttle Actuator Control Motor Current Range/Performance,Powertrain,OBD-II Standard,;
P2119, Throttle Actuator Control Throttle Body Range/Performance,Powertrain,OBD-II Standard,;
P2120, Throttle/Pedal Position Sensor/Switch D Circuit,Powertrain,OBD-II Standard,;
P2121, Throttle/Pedal Position Sensor/Switch D Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2122, Throttle/Pedal Position Sensor/Switch D Circuit Low Input,Powertrain,OBD-II Standard,;
P2123, Throttle/Pedal Position Sensor/Switch D Circuit High Input,Powertrain,OBD-II Standard,;
P2124, Throttle/Pedal Position Sensor/Switch D Circuit Intermittent,Powertrain,OBD-II Standard,;
P2125, Throttle/Pedal Position Sensor/Switch E Circuit,Powertrain,OBD-II Standard,;
P2126, Throttle/Pedal Position Sensor/Switch E Circui t Range/Performance,Powertrain,OBD-II Standard,;
P2127, Throttle/Pedal Position Sensor/Switch E Circuit Low Input,Powertrain,OBD-II Standard,;
P2128, Throttle/Pedal Position Sensor/Switch E Circuit High Input,Powertrain,OBD-II Standard,;
P2129, Throttle/Pedal Position Sensor/Switch E Circuit Intermittent,Powertrain,OBD-II Standard,;
P2130, Throttle/Pedal Position Sensor/Switch F Circuit,Powertrain,OBD-II Standard,;
P2131, Throttle/Pedal Position Sensor/Switch F Circuit Range Performance,Powertrain,OBD-II Standard,;
P2132, Throttle/Pedal Position Sensor/Switch F Circuit Low Input,Powertrain,OBD-II Standard,;
P2133, Throttle/Pedal Position Sensor/Switch F Circuit High Input,Powertrain,OBD-II Standard,;
P2134, Throttle/Peda l Position Sensor/Switch F Circuit Intermittent,Powertrain,OBD-II Standard,;
P2135, Throttle/Pedal Position Sensor/Switch A / B Voltage Correlation,Powertrain,OBD-II Standard,;
P2136, Throttle/Pedal Position Sensor/Switch A / C Voltage Correlation,Powertrain,OBD-II Standard,;
P2137, Throttle/Pedal Position Sensor/Switch B / C V oltage Correlation,Powertrain,OBD-II Standard,;
P2138, Throttle/Pedal Position Sensor/Switch D / E Voltage Correlation,Powertrain,OBD-II Standard,;
P2139, Throttle/Pedal Position Sensor/Switch D / F Voltage Correlation,Powertrain,OBD-II Standard,;
P2140, Throttle/Pedal Position Sensor/Switch E / F Voltage Correlation,Powertrain,OBD-II Standard,;
P2141, Exhau st Gas Recirculation Throttle Control Circuit Low,Powertrain,OBD-II Standard,;
P2142, Exhaust Gas Recirculation Throttle Control Circuit High,Powertrain,OBD-II Standard,;
P2143, Exhaust Gas Recirculation Vent Control Circuit/Open,Powertrain,OBD-II Standard,;
P2144, Exhaust Gas Recirculation Vent Control Circuit Low,Powertrain,OBD-II Standard,;
P2145, Exhaust Gas Recircu lation Vent Control Circuit High,Powertrain,OBD-II Standard,;
P2146, Fuel Injector Group A Supply Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2147, Fuel Injector Group A Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2148, Fuel Injector Group A Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2149, Fuel Injector Group B Supply Voltage C ircuit/Open,Powertrain,OBD-II Standard,;
P2150, Fuel Injector Group B Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2151, Fuel Injector Group B Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2152, Fuel Injector Group C Supply Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2153, Fuel Injector Group C Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2154, Fuel Injector Group C Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2155, Fuel Injector Group D Supply Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2156, Fuel Injector Group D Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2157, Fuel Injector Group D Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2158, Vehicle Speed Sensor B,Powertrain,OBD-II Standard,;
P2159, Vehicle Speed Sensor B Range/Performance,Powertrain,OBD-II Standard,;
P2160, Vehicle Speed Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P2161, Vehicle Speed Sensor B Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2162, Vehicle Speed Sensor A / B Correlation,Powertrain,OBD-II Standard,;
P2163, Throttle/Pedal Position Sensor A Maximum Stop Per formance,Powertrain,OBD-II Standard,;
P2164, Throttle/Pedal Position Sensor B Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2165, Throttle/Pedal Position Sensor C Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2166, Throttle/Pedal Position Sensor D Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2167, Throttle/Pedal Position Sensor E Maxi mum Stop Performance,Powertrain,OBD-II Standard,;
P2168, Throttle/Pedal Position Sensor F Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2169, Exhaust Pressure Regulator Vent Solenoid Control Circuit/Open,Powertrain,OBD-II Standard,;
P2170, Exhaust Pressure Regulator Vent Solenoid Control Circuit Low,Powertrain,OBD-II Standard,;
P2171, Exhaust Pressure Regulat or Vent Solenoid Control Circuit High,Powertrain,OBD-II Standard,;
P2172, Throttle Actuator Control System - Sudden High Airflow Detected,Powertrain,OBD-II Standard,;
P2173, Throttle Actuator Control System - High Airflow Detected,Powertrain,OBD-II Standard,;
P2174, Throttle Actuator Control System - Sudden Low Airflow Detected,Powertrain,OBD-II Standard,;
P2175, Thrott le Actuator Control System - Low Airflow Detected,Powertrain,OBD-II Standard,;
P2176, Throttle Actuator Control System - Idle Position Not Learned,Powertrain,OBD-II Standard,;
P2177, System Too Lean Off Idle,Powertrain,OBD-II Standard,;
P2178, System Too Rich Off Idle,Powertrain,OBD-II Standard,;
P2179, System Too Lean Off Idle,Powertrain,OBD-II Standard,;
P2180, System Too Rich Off Idle,Powertrain,OBD-II Standard,;
P2181, Cooling System Performance,Powertrain,OBD-II Standard,;
P2182, Engine Coolant Temperature Sensor 2 Circuit,Powertrain,OBD-II Standard,;
P2183, Engine Coolant Temperature Sensor 2 Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2184, Engine Coolant Temperature Sensor 2 Circuit Low,Powertrain,OBD-II Standard,;
P2185, Engine Coolant Temperature Sensor 2 Circuit High,Powertrain,OBD-II Standard,;
P2186, Engine Coolant Temperature Sensor 2 Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2187, System Too Lean at Idle,Powertrain,OBD-II Standard,;
P2188, System Too Rich at Idle,Powertrain,OBD-II Standard,;
P2189, System Too Lean at Idle,Powertrain,OBD-II Standard,;
P2190, System Too Rich at Idle,Powertrain,OBD-II Standard,;
P2191, System Too Lean at Higher Load,Powertrain,OBD-II Standard,;
P2192, System Too Rich at Higher Load,Powertrain,OBD-II Standard,;
P2193, System Too Lean at Higher Load,Powertrain,OBD-II Standard,;
P2194, System Too Rich at Higher Load,Powertrain,OBD-II Standard,;
P2195, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2196, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2197, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2198, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2199, Intake Air Tempera ture Sensor 1 / 2 Correlation,Powertrain,OBD-II Standard,;
P2200, NOx Sensor Circuit,Powertrain,OBD-II Standard,;
P2201, NOx Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2202, NOx Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P2203, NOx Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2204, NOx Sensor Circuit Intermittent Input,Powertrain,OBD-II Standard,;
P2205, NOx Sensor Heater Control Circu it/Open,Powertrain,OBD-II Standard,;
P2206, NOx Sensor Heater Control Circuit Low,Powertrain,OBD-II Standard,;
P2207, NOx Sensor Heater Control Circuit High,Powertrain,OBD-II Standard,;
P2208, NOx Sensor Heater Sense Circuit,Powertrain,OBD-II Standard,;
P2209, NOx Sensor Heater Sense Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2210, NOx Sensor Heater Sense Circuit Low Input,Powertrain,OBD-II Standard,;
P2211, NOx S ensor Heater Sense Circuit High Input,Powertrain,OBD-II Standard,;
P2212, NOx Sensor Heater Sense Circuit Intermittent,Powertrain,OBD-II Standard,;
P2213, NOx Sensor Circuit,Powertrain,OBD-II Standard,;
P2214, NOx Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2215, NOx Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P2216, NOx Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2217, NOx Sensor Circu it Intermittent Input,Powertrain,OBD-II Standard,;
P2218, NOx Sensor Heater Control Circuit/Open,Powertrain,OBD-II Standard,;
P2219, NOx Sensor Heater Control Circuit Low,Powertrain,OBD-II Standard,;
P2220, NOx Sensor Heater Control Circuit High,Powertrain,OBD-II Standard,;
P2221, NOx Sensor Heater Sense Circuit,Powertrain,OBD-II Standard,;
P2222, NOx Sensor Heater Sense Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2223, NOx Sensor Heater Sense Circuit Low,Powertrain,OBD-II Standard,;
P2224, NOx Sensor Heater Sense Circuit High,Powertrain,OBD-II Standard,;
P2225, NOx Sensor Heater Sense Circuit Intermittent,Powertrain,OBD-II Standard,;
P2226, Barometric Pressure Circuit,Powertrain,OBD-II Standard,;
P2227, Barometric Pressure Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2228, Barometric Pressure Cir cuit Low,Powertrain,OBD-II Standard,;
P2229, Barometric Pressure Circuit High,Powertrain,OBD-II Standard,;
P2230, Barometric Pressure Circuit Intermittent,Powertrain,OBD-II Standard,;
P2231, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2232, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2233, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2234, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2235, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
